field,zone,name,spaceType,version,colNumber,rowNumber,positionColNumber,positionRowNumber
樂天桃園棒球場,西下I,,seat,1.0.0,7,14,7,15
樂天桃園棒球場,西下I,,seat,1.0.0,7,15,7,16
樂天桃園棒球場,西下I,,seat,1.0.0,7,16,7,17
樂天桃園棒球場,西下I,,seat,1.0.0,7,17,7,18
樂天桃園棒球場,西下I,,seat,1.0.0,7,18,7,19
樂天桃園棒球場,西下I,,seat,1.0.0,7,19,7,20
樂天桃園棒球場,西下I,,seat,1.0.0,7,20,7,21
樂天桃園棒球場,西下I,,seat,1.0.0,8,4,8,4
樂天桃園棒球場,西下I,,seat,1.0.0,8,5,8,5
樂天桃園棒球場,西下I,,seat,1.0.0,8,6,8,6
樂天桃園棒球場,西下I,,seat,1.0.0,8,7,8,7
樂天桃園棒球場,西下I,,seat,1.0.0,8,8,8,8
樂天桃園棒球場,西下I,,seat,1.0.0,8,9,8,9
樂天桃園棒球場,西下I,,seat,1.0.0,8,10,8,10
樂天桃園棒球場,西下I,,seat,1.0.0,8,11,8,11
樂天桃園棒球場,西下I,,seat,1.0.0,8,12,8,12
樂天桃園棒球場,西下I,,seat,1.0.0,8,13,8,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,8,14
樂天桃園棒球場,西下I,,seat,1.0.0,8,14,8,15
樂天桃園棒球場,西下I,,seat,1.0.0,8,15,8,16
樂天桃園棒球場,西下I,,seat,1.0.0,8,16,8,17
樂天桃園棒球場,西下I,,seat,1.0.0,8,17,8,18
樂天桃園棒球場,西下I,,seat,1.0.0,8,18,8,19
樂天桃園棒球場,西下I,,seat,1.0.0,8,19,8,20
樂天桃園棒球場,西下I,,seat,1.0.0,8,20,8,21
樂天桃園棒球場,西下I,八德包廂,group,1.0.0,,,8,22
樂天桃園棒球場,西下I,,seat,1.0.0,9,4,9,4
樂天桃園棒球場,西下I,,seat,1.0.0,9,5,9,5
樂天桃園棒球場,西下I,,seat,1.0.0,9,6,9,6
樂天桃園棒球場,西下I,,seat,1.0.0,9,7,9,7
樂天桃園棒球場,西下I,,seat,1.0.0,9,8,9,8
樂天桃園棒球場,西下I,,seat,1.0.0,9,9,9,9
樂天桃園棒球場,西下I,,seat,1.0.0,9,10,9,10
樂天桃園棒球場,西下I,,seat,1.0.0,9,11,9,11
樂天桃園棒球場,西下I,,seat,1.0.0,9,12,9,12
樂天桃園棒球場,西下I,,seat,1.0.0,9,13,9,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,9,14
樂天桃園棒球場,西下I,,seat,1.0.0,9,14,9,15
樂天桃園棒球場,西下I,,seat,1.0.0,9,15,9,16
樂天桃園棒球場,西下I,,seat,1.0.0,9,16,9,17
樂天桃園棒球場,西下I,,seat,1.0.0,9,17,9,18
樂天桃園棒球場,西下I,,seat,1.0.0,9,18,9,19
樂天桃園棒球場,西下I,,seat,1.0.0,9,19,9,20
樂天桃園棒球場,西下I,,seat,1.0.0,9,20,9,21
樂天桃園棒球場,西下I,,seat,1.0.0,10,4,10,4
樂天桃園棒球場,西下I,,seat,1.0.0,10,5,10,5
樂天桃園棒球場,西下I,,seat,1.0.0,10,6,10,6
樂天桃園棒球場,西下I,,seat,1.0.0,10,7,10,7
樂天桃園棒球場,西下I,,seat,1.0.0,10,8,10,8
樂天桃園棒球場,西下I,,seat,1.0.0,10,9,10,9
樂天桃園棒球場,西下I,,seat,1.0.0,10,10,10,10
樂天桃園棒球場,西下I,,seat,1.0.0,10,11,10,11
樂天桃園棒球場,西下I,,seat,1.0.0,10,12,10,12
樂天桃園棒球場,西下I,,seat,1.0.0,10,13,10,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,10,14
樂天桃園棒球場,西下I,,seat,1.0.0,10,14,10,15
樂天桃園棒球場,西下I,,seat,1.0.0,10,15,10,16
樂天桃園棒球場,西下I,,seat,1.0.0,10,16,10,17
樂天桃園棒球場,西下I,,seat,1.0.0,10,17,10,18
樂天桃園棒球場,西下I,,seat,1.0.0,10,18,10,19
樂天桃園棒球場,西下I,,seat,1.0.0,10,19,10,20
樂天桃園棒球場,西下I,,seat,1.0.0,10,20,10,21
樂天桃園棒球場,西下I,,seat,1.0.0,11,4,11,4
樂天桃園棒球場,西下I,,seat,1.0.0,11,5,11,5
樂天桃園棒球場,西下I,,seat,1.0.0,11,6,11,6
樂天桃園棒球場,西下I,,seat,1.0.0,11,7,11,7
樂天桃園棒球場,西下I,,seat,1.0.0,11,8,11,8
樂天桃園棒球場,西下I,,seat,1.0.0,11,9,11,9
樂天桃園棒球場,西下I,,seat,1.0.0,11,10,11,10
樂天桃園棒球場,西下I,,seat,1.0.0,11,11,11,11
樂天桃園棒球場,西下I,,seat,1.0.0,11,12,11,12
樂天桃園棒球場,西下I,,seat,1.0.0,11,13,11,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,11,14
樂天桃園棒球場,西下I,,seat,1.0.0,11,14,11,15
樂天桃園棒球場,西下I,,seat,1.0.0,11,15,11,16
樂天桃園棒球場,西下I,,seat,1.0.0,11,16,11,17
樂天桃園棒球場,西下I,,seat,1.0.0,11,17,11,18
樂天桃園棒球場,西下I,,seat,1.0.0,11,18,11,19
樂天桃園棒球場,西下I,,seat,1.0.0,11,19,11,20
樂天桃園棒球場,西下I,,seat,1.0.0,11,20,11,21
樂天桃園棒球場,西下I,,seat,1.0.0,12,4,12,4
樂天桃園棒球場,西下I,,seat,1.0.0,12,5,12,5
樂天桃園棒球場,西下I,,seat,1.0.0,12,6,12,6
樂天桃園棒球場,西下I,,seat,1.0.0,12,7,12,7
樂天桃園棒球場,西下I,,seat,1.0.0,12,8,12,8
樂天桃園棒球場,西下I,,seat,1.0.0,12,9,12,9
樂天桃園棒球場,西下I,,seat,1.0.0,12,10,12,10
樂天桃園棒球場,西下I,,seat,1.0.0,12,11,12,11
樂天桃園棒球場,西下I,,seat,1.0.0,12,12,12,12
樂天桃園棒球場,西下I,,seat,1.0.0,12,13,12,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,12,14
樂天桃園棒球場,西下I,,seat,1.0.0,12,14,12,15
樂天桃園棒球場,西下I,,seat,1.0.0,12,15,12,16
樂天桃園棒球場,西下I,,seat,1.0.0,12,16,12,17
樂天桃園棒球場,西下I,,seat,1.0.0,12,17,12,18
樂天桃園棒球場,西下I,,seat,1.0.0,12,18,12,19
樂天桃園棒球場,西下I,,seat,1.0.0,12,19,12,20
樂天桃園棒球場,西下I,,seat,1.0.0,12,20,12,21
樂天桃園棒球場,西下I,,seat,1.0.0,13,4,13,4
樂天桃園棒球場,西下I,,seat,1.0.0,13,5,13,5
樂天桃園棒球場,西下I,,seat,1.0.0,13,6,13,6
樂天桃園棒球場,西下I,,seat,1.0.0,13,7,13,7
樂天桃園棒球場,西下I,,seat,1.0.0,13,8,13,8
樂天桃園棒球場,西下I,,seat,1.0.0,13,9,13,9
樂天桃園棒球場,西下I,,seat,1.0.0,13,10,13,10
樂天桃園棒球場,西下I,,seat,1.0.0,13,11,13,11
樂天桃園棒球場,西下I,,seat,1.0.0,13,12,13,12
樂天桃園棒球場,西下I,,seat,1.0.0,13,13,13,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,13,14
樂天桃園棒球場,西下I,,seat,1.0.0,13,14,13,15
樂天桃園棒球場,西下I,,seat,1.0.0,13,15,13,16
樂天桃園棒球場,西下I,,seat,1.0.0,13,16,13,17
樂天桃園棒球場,西下I,,seat,1.0.0,13,17,13,18
樂天桃園棒球場,西下I,,seat,1.0.0,13,18,13,19
樂天桃園棒球場,西下I,,seat,1.0.0,13,19,13,20
樂天桃園棒球場,西下I,,seat,1.0.0,13,20,13,21
樂天桃園棒球場,西下I,,seat,1.0.0,14,4,14,4
樂天桃園棒球場,西下I,,seat,1.0.0,14,5,14,5
樂天桃園棒球場,西下I,,seat,1.0.0,14,6,14,6
樂天桃園棒球場,西下I,,seat,1.0.0,14,7,14,7
樂天桃園棒球場,西下I,,seat,1.0.0,14,8,14,8
樂天桃園棒球場,西下I,,seat,1.0.0,14,9,14,9
樂天桃園棒球場,西下I,,seat,1.0.0,14,10,14,10
樂天桃園棒球場,西下I,,seat,1.0.0,14,11,14,11
樂天桃園棒球場,西下I,,seat,1.0.0,14,12,14,12
樂天桃園棒球場,西下I,,seat,1.0.0,14,13,14,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,14,14
樂天桃園棒球場,西下I,,seat,1.0.0,14,14,14,15
樂天桃園棒球場,西下I,,seat,1.0.0,14,15,14,16
樂天桃園棒球場,西下I,,seat,1.0.0,14,16,14,17
樂天桃園棒球場,西下I,,seat,1.0.0,14,17,14,18
樂天桃園棒球場,西下I,,seat,1.0.0,14,18,14,19
樂天桃園棒球場,西下I,,seat,1.0.0,14,19,14,20
樂天桃園棒球場,西下I,,seat,1.0.0,14,20,14,21
樂天桃園棒球場,西下I,,seat,1.0.0,15,4,15,4
樂天桃園棒球場,西下I,,seat,1.0.0,15,5,15,5
樂天桃園棒球場,西下I,,seat,1.0.0,15,6,15,6
樂天桃園棒球場,西下I,,seat,1.0.0,15,7,15,7
樂天桃園棒球場,西下I,,seat,1.0.0,15,8,15,8
樂天桃園棒球場,西下I,,seat,1.0.0,15,9,15,9
樂天桃園棒球場,西下I,,seat,1.0.0,15,10,15,10
樂天桃園棒球場,西下I,,seat,1.0.0,15,11,15,11
樂天桃園棒球場,西下I,,seat,1.0.0,15,12,15,12
樂天桃園棒球場,西下I,,seat,1.0.0,15,13,15,13
樂天桃園棒球場,西下I,,aisle,1.0.0,,,15,14
樂天桃園棒球場,西下I,,seat,1.0.0,15,14,15,15
樂天桃園棒球場,西下I,,seat,1.0.0,15,15,15,16
樂天桃園棒球場,西下I,,seat,1.0.0,15,16,15,17
樂天桃園棒球場,西下I,,seat,1.0.0,15,17,15,18
樂天桃園棒球場,西下I,,seat,1.0.0,15,18,15,19
樂天桃園棒球場,西下I,,seat,1.0.0,15,19,15,20
樂天桃園棒球場,西下I,,seat,1.0.0,15,20,15,21
